OWNERSHIP_TYPE,BUILDING_USE,LEASED,AGENCY,OWNERNAME,OWNERNAME2,ASSESSMENT,TAX_RATE,ANNUAL_TAX,RES,CONDO_LOT,LOT_SF,BOOK,PAGE,CONDO_REGIME,CONDO_BOOK,CONDO_PAGE,COMMENT_,PART_LOT,WARD,ANC,COMMENCE,EXPIRATION,LEASE,x,y
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,24340630,1.89,0,,N,34413,3807,H,,,,OYSTER-ADAMS BILINGUAL ELEMENTARY SCHOOL (OYSTER) / RECREATION CENTER,N,3,ANC 3C,,,N,,
PUBLIC,PARKWAY,N,NPS,DISTRICT OF COLUMBIA,,46856520,1.89,0,0514,N,614270,2399,*,,,,NORMANSTONE PARKWAY,N,3,ANC 3C,,,N,,
PUBLIC,PRIVATE SCHOOL,N,DDOT,DISTRIST OF COLUMBIA,,95537050,1.89,0,,N,624719,,,,,,ST. JOHN'S COLLEGE HS,N,4,ANC 3/4G,,,N,,
PUBLIC,SCHOOL GROUNDS,N,DDOT,DISTRIST OF COLUMBIA,,16057070,1.89,0,,N,130101,,,,,,ST. JOHN'S COLLEGE HS SOCCER FIELD,N,4,ANC 3G,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,238974410,1.89,0,0360,N,4240026,"3570, 3582, A&T MAP","C-I, L & K, 112",, , ,BELMONT PARK.  BELMONT PARK DESIGNATION AND ESTABLISHMENT ACT OF 2013,Y,3,ANC 2D,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,,3597220,1.65,0,,N,32746,1310,*,,,,MITCHELL PLAYGROUND,N,2,ANC 2D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,57221170,1.89,0,,N,65654,1837,*,,,,OYSTER-ADAMS BILINGUAL ELEMENTARY SCHOOL (ADAMS).  MULTIPLE ADDRESSES,N,1,ANC 1C,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,28975600,1.89,0,0655,N,138377,162,1,,,,KALORAMA RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,1,ANC 1C,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,6301270,1.77,0,0664,N,45798,158 & 161,28 & 26,,,,MARIE REED PLAYGROUND.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,1,ANC 1C,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,,70040800,1.89,0,,N,112944,2413,*,,,,MARIE REED PLAYGROUND,N,1,ANC 1C,,,N,,
PUBLIC,PUBLIC SCHOOL / AQUATIC CENTER / CLINIC,M,DCPS / DPR,DISTRICT OF COLUMBIA,,11396820,1.89,0,,N,73871,158,28,,,,"MARIE REED ELEMENTARY SCHOOL / RECREATION CENTER.  CH Commence = 1/17/2019, Expiration = 1/31/2024; CHHS Commence = 3/8/2018, Expiration = 1/31/2024; UPO Commence = 11/7/2018, Expiration = 1/31/2024  MULTIPLE AGENCIES.",N,1,ANC 1C,3/7/2018,1/30/2024,LEASE / LICENSE,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,49712500,1.89,0,,N,90000,,,,,,H.D. COOKE ELEMENTARY SCHOOL,N,1,ANC 1C,,,N,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,2297730,1.65,0,,N,7500,GS,197,,,,ENGINE 21 FIRE STATION.  ANNTENNA.  New Cingular Wireless PCS LLC,N,1,ANC 1C,2/9/2021,4/1/2035,GROSS / LICENSE,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,28883400,0.85,0,,N,79880,SUB,67,,,,HARVARD TOWERS,N,1,ANC 1D,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,7523290,1.77,0,,N,16576,COUNTY,6,,,,MT. PLEASANT LIBRARY,N,1,ANC 1D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,49152060,1.89,0,,N,179819,,,,,,BANCROFT ELEMENTARY SCHOOL,N,1,ANC 1D,,,N,,
PUBLIC,RECREATION CENTER / EMERGENCY FAMILY SHELTER,N,DPR / DHS,DISTRICT OF COLUMBIA,,11702710,1.89,0,,N,41099,SUB,28,,,,LOUGHRAN COMMUNITY CENTER / RITA BRIGHT COMMUINTY CENTER / THE TERRELL SHORT TERM FAMILY HOUSING.  MULTIPLE AGENCIES.,N,1,ANC 1B,,,N,,
PUBLIC,COMMUNITY GARDEN / PARK,N,DPR,DISTRICT OF COLUMBIA,,130920,0.85,0,,N,5653,COUNTY,62,,,,EUCLID STREET GARDEN,N,1,ANC 1B,,,N,,
PUBLIC,CHARTER SCHOOL,N,PCSB,DISTRICT OF COLUMBIA,,,,,,Y,24000,197,145,1741,59,18,"CONDO LOTS (2001, 2070-2071, 2078-2080).  APPLETREE EARLY LEARNING PUBLIC CHARTER SCHOOL (COLUMBIA HEIGHTS)",N,1,ANC 1A,,,N,,
PUBLIC,COMMUNITY CENTER / SPRAY PARK,N,DPR / DOES,DISTRICT OF COLUMBIA,,25196510,1.89,0,,N,59641,,,,,,COLUMBIA HEIGHTS COMMUNITY CENTER / SPRAY PARK /  AMERICAN JOB CENTER - NORTHWEST  MULTIPLE AGENCIES.,N,1,ANC 1A,,,N,,
PUBLIC,EMERGENCY FAMILY SHELTER,N,DHS,DISTRICT OF COLUMBIA,,3506350,0.85,0,,N,7250,1449,*,,,,GIRARD STREET EMERGENCY FAMILY SHELTER,N,1,ANC 1A,,,N,,
PUBLIC,COMMERCIAL,N,DGS,DISTRICT OF COLUMBIA,,1434600,1.65,0,,N,6443,3853,*,,,,COLUMBIA HEIGHTS SOUTHBOUND METRO ENTRANCE.  MIXED-USE DEVELOPMENT,N,1,ANC 1A,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,19388640,1.89,0,,N,5352,3853,*,,,,LA CASA SHELTER / HIGHLAND PARK.  MULTIPLE ADDRESSES,N,1,ANC 1A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,UNITED STATES OF AMERICA,,95423950,1.89,0,0579,N,187114,149,182,,,,COLUMBIA HEIGHTS EDUCATION CAMPUS.  TRANSFER OF JURISDICTION (TOJ) FOR SCHOOL PURPOSES,N,1,ANC 1A,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,5835940,5,0,0579,N,16740,149,182,,,,16TH STREET PLAYGROUND.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,1,ANC 1A,,,N,,
PUBLIC,DISTRICT CONDOS,Y,DMPED,DISTRICT OF COLUMBIA,,,,,,Y,215471,200,44,1933,67,17,"DC USA SHOPPING CENTER.  CONDO LOT 2003 IS DISTRICT OWNED, UNIT 3",N,1,ANC 1A,3/25/2008,12/30/2024,FILE_ID: 1109,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,27124330,1.89,0,,N,59600,1443,*,,,,COLUMBIA HEIGHTS EDUCATION CAMPUS FIELD,N,1,ANC 1A,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,7282330,1.77,0,,N,24875,,,,,,ENGINE 11 FIRE STATION,N,1,ANC 1A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,,,,,N,2954,61,17,,,,MIXED-INCOME-HOUSING,N,4,ANC 4C,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,,,,,N,9722,,,,,,16TH & ALASKA STORM WATER PUMPING STATION,N,4,ANC 4A,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS / ANTENNA,Y,DCPS / DPR,DISTRICT OF COLUMBIA,,9331390,1.77,0,,N,144997,211,181,,,,SHEPHERD ELEMENTARY FIELD  MULTIPLE AGENCIES.  ANNTENNA.  T-Mobile Northeast LLC,N,4,ANC 4A,6/28/2005,6/27/2025,TRIPLE NET / LICENSE,,
PUBLIC,PUBLIC SCHOOL GROUNDS / RECREATION CENTER GROUNDS,N,DCPS / DPR,UNITED STATES OF AMERICA,,2282340,1.65,0,0437,N,51895,158,37,,,,SHEPHERD FIELD.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,4,ANC 4A,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,9107040,1.77,0,,N,28875,*,2184,,,,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,N,4,ANC 4A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,12296470,1.89,0,,N,146848,196,159,,,,BRIGHTWOOD EDUCATION CAMPUS,N,4,ANC 4E,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,2279040,1.65,0,,N,31215,1626,*,,,,"DOROTHY I. HEIGHT COMMUNITY ACADEMY PUBLIC CHARTER SCHOOL  Friendship Public Charter School, Inc",N,4,ANC 4E,2/28/2001,2/27/2041,GROSS / LEASE,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,1770160,1.65,0,0493,N,64625,158,11,,,,HAMILTON RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,4,ANC 4E,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,13979180,1.89,0,,N,162948,219,59,,,,JOHN LEWIS.  FORMERLY WEST ELEMENTARY SCHOOL,N,4,ANC 4E,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,13219930,1.89,0,,N,151596,2383,*,,,,PART OF LOT.  MULTIPLE ADDRESSES.  DOROTHY I. HEIGHT ELEMENTARY SCHOOL (LEASED),Y,4,ANC 4C,,,N,,
PUBLIC,POOL / SPRAY PARK,N,DPR,DISTRICT OF COLUMBIA,,13219930,1.89,0,,N,151596,2383,*,,,,PART OF LOT.  UPSHUR RECREATION CENTER / POOL / DOG PARK,Y,4,ANC 4C,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,38898570,1.89,0,,N,401597,3727,F,,,,PART OF LOT.  SHARPE HEALTH SCHOOL,Y,4,ANC 4C,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,38898570,1.89,0,,N,401597,3727,F,,,,PART OF LOT.  UPSHUR POOL / PLAYGROUND / RECREATION CENTER,Y,4,ANC 4C,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,21933000,1.89,0,,N,101540,1786,*,,,,PART OF LOT.  POWELL ELEMENTARY,Y,4,ANC 4C,,,N,,
PUBLIC,COMMUNITY GARDEN,N,DPR,DISTRICT OF COLUMBIA,,21933000,1.89,0,,N,101540,1786,*,,,,PART OF LOT.  TWIN OAK GARDEN,Y,4,ANC 4C,,,N,,
PUBLIC,COMMUNITY GARDEN / PARK,N,DPR,DISTRICT OF COLUMBIA,,1102700,1.65,0,,N,9820,,,,,,TWIN OAK GARDEN,N,4,ANC 4C,,,N,,
PUBLIC,OFFICE,N,PCCB,DISTRICT OF COLUMBIA,,39989010,1.89,755792.3,,N,87329,198,119,,,,TIVOLI.  PUBLIC CHARTER SCHOOL BOARD.  MULTIPLE ADDRESSES,N,1,ANC 1A,,,N,,
PUBLIC,OFFICE,N,DCFEMS,DISTRICT OF COLUMBIA,,1694240,5,0,,N,9770,GS,137,,,,FEMS SPECIAL EVENTS OFFICE,N,1,ANC 1A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,20295110,1.89,0,,N,161047,3562,H,,,,TUBMAN ELEMENTARY SCHOOL,N,1,ANC 1A,,,N,,
PUBLIC,COMMERCIAL,N,DGS,DISTRICT OF COLUMBIA,,843540,1.65,0,,N,3797,3822,D,,,,COLUMBIA HEIGHTS NORTHBOUND METRO ENTRANCE.  MIXED-USE DEVELOPMENT,N,1,ANC 1A,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,31235460,1.89,0,,N,95138,1404,*,,,,CARLOS ROSARIO INTERNATIONAL PCS.  Community Capital Corporation,N,1,ANC 1A,7/31/2001,7/30/2031,NET / LEASE,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,20869930,0.85,0,,N,162929,SUB,22,,,,GARFIELD TERRACE (SENIOR),N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3500110,0.85,0,,N,45204,SUB,22,,,,GARFIELD TERRACE (FAMILY).  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,5033630,0.85,0,,N,28241,SUB,22,,,,GARFIELD TERRACE (FAMILY).  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC / CHARTER SCHOOL,N,DCPS / PSCB,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,30467730,1.89,0,,N,127649,3495,G,,,,MEYERS SCHOOL / CAPITOL HILL MONTESSORI SCHOOL @ LOGAN  MULTIPLE AGENCIES.,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,224342960,1.89,0,,N,390634,826,*,,,,CARDOZO EDUCATION CAMPUS/INFANT CARE CENTER,N,1,ANC 1B,,,N,,
PUBLIC,DISTRICT CONDOS,N,DCHFA,DISTRICT OF COLUMBIA,,,,,,Y,29372,174,127,0026,,,HOUSING FINANCE AGENCY.  CONDO LOT 2038 IS DISTRICT OWNED,N,1,ANC 1B,,,N,,
PUBLIC,POOL / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,100102110,1.89,0,0506,N,320752,162,1,,,,BANNEKER RECREATION CENTER / POOL.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,86040410,1.89,0,0506,N,256500,162,1,,,,FORMER BANNEKER HIGH SCHOOL.  TRANSFER OF JURISDICTION (TOJ) FOR SCHOOL PURPOSES,N,1,ANC 1E,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,6724340,1.77,0,,N,25707,SUB,60,,,,ENGINE 4 FIRE STATION,N,1,ANC 1E,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,19495910,1.89,0,,N,43081,208,97,,,,CESAR CHAVEZ PCS FOR PUBLIC POLICY - CHAVEZ PREP.  The Meridian Public Charter School,N,1,ANC 1E,10/9/2007,9/29/2038,NET / LEASE,,
PUBLIC,POLICE STATION,N,MPD,DISTRICT OF COLUMBIA,,3599070,1.65,0,,N,10688,1837,*,,,,4TH DISTRICT SUBSTATION,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC SCHOOL / RECREATION CENTER,Y,DCPS / DPR,DISTRICT OF COLUMBIA,UNITED STATES OF AMERICA,28443190,1.89,0,0486,N,239512,220,20,,,,RAYMOND ELEMENTARY / FILMORE ART CENTER / RAYMOND RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,4,ANC 4C,11/16/2017,11/15/2027,GROSS,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,1828440,1.65,0,,N,9258,,,,,,LA CASA TRANSITIONAL REHBILITATION PROGRAM (TRP) / COALITION FOR THE HOMELESS,N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,21076940,0.85,0,,N,37302,3886,A,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,1140,0.85,0,,N,6700,3886,A,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,24452100,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,5656030,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,135540,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,100220,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,47430,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,25180,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,82450,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,11960,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,50410,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,25180,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,11960,0.85,0,,N,65354,3889,G,,,,1125 SPRING ROAD REDEVELOPMENT PROJECT (FORMERLY HEBREW HOME FOR THE AGED & PAUL ROBESON SCHOOL),N,4,ANC 4C,,,N,,
PUBLIC,PUBLIC SCHOOL / LIBRARY / ANTENNA,M,DCPS / DCPL,DISTRICT OF COLUMBIA,,77264080,1.89,0,,N,722848,3525,S,,,,"MACFARLAND MIDDLE SCHOOL & ROOSEVELT STAY HIGH SCHOOL.  PETWORTH LIBRARY.  MULTIPLE ADDRESSES.  New Cigular Commence = 9/18/2014, Expiration = 9/17/2024, T-Moblie Commence = 12/31/2004, Expiration = 12/31/2024  MULTIPLE AGENCIES.",N,4,ANC 4C,9/17/2014,12/30/2019,LICENSE,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,1982880,1.65,0,,N,11151,,,,,,ENGINE 22 FIRE STATION,N,4,ANC 4E,,,N,,
PUBLIC,RESIDENTIAL,N,DHS,DISTRICT OF COLUMBIA,,18956630,0.85,0,,N,116396,,,,,,ABRAMS HALL SENIOR APARTMENTS / VETERNS HOME AT THE PARKS,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,8498080,0.85,0,,N,38936,3884,F,,,,"FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1300 - 1312 FERN ST NW,7240 - 7258 13TH ST NW,7220 - 7238 13TH ST NW)",N,4,ANC 4A,,,N,,
PUBLIC,CHARTER SCHOOL,N,PCSB,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBAIA,87847270,1.89,0,,N,263649,3896,A,,,,DISTRICT OF COLUMBIA INTERNATIONAL SCHOOL / LATIN AMERICAN MONTESSORI BILINGUAL,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,311530,0.85,0,,N,1458,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,311530,0.85,0,,N,1458,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,311530,0.85,0,,N,1458,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,311530,0.85,0,,N,1458,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,311530,0.85,0,,N,1458,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,253840,0.85,0,,N,1188,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,380760,0.85,0,,N,1782,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,452340,0.85,0,,N,2117,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,259180,0.85,0,,N,1213,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,259180,0.85,0,,N,1213,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,259180,0.85,0,,N,1213,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,259180,0.85,0,,N,1213,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,259180,0.85,0,,N,1213,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,659600,0.85,0,,N,3097,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1241 & 1243 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,383540,0.85,0,,N,1795,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1245 & 1247 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,383540,0.85,0,,N,1795,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1249 & 1251 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,383540,0.85,0,,N,1795,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1255 & 1257 ELDER STREET NW),N,4,ANC 4A,,,N,,
